[Fe/H] [C/Fe] [N/Fe] [O/Fe] [Na/Fe] [Mg/Fe] [Al/Fe] [Si/Fe] [Ca/Fe] [Sc/Fe] [Ti/Fe] [V/Fe] [Cr/Fe] [Mn/Fe] [Co/Fe] [Ni/Fe] [Zn/Fe] [Ga/Fe] [Ge/Fe] [Sr/Fe] [Y/Fe] [Zr/Fe] [Nb/Fe] [Mo/Fe] [Ru/Fe] [Rh/Fe] [Pd/Fe] [Ag/Fe] [Ba/Fe] [La/Fe] [Ce/Fe] [Pr/Fe] [Nd/Fe] [Sm/Fe] [Eu/Fe] [Gd/Fe] [Tb/Fe] [Dy/Fe] [Ho/Fe] [Er/Fe] [Tm/Fe] [Yb/Fe] [Lu/Fe] [Hf/Fe] [Os/Fe] [Ir/Fe] [Pt/Fe] [Au/Fe] [Pb/Fe] [Th/Fe] [U/Fe]
-2.36 -30.0 -30.0 +0.49 +0.12 +0.74 -30.0 +0.38 +0.56 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.00 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.71 -30.0 -30.0 +0.50 +0.08 +0.54 -30.0 +0.52 +0.50 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.07 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.40 -30.0 -30.0 +0.45 +0.27 +0.48 +0.39 +0.43 +0.40 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.29 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-0.78 -30.0 -30.0 -30.0 +0.32 +0.42 +0.24 +0.39 +0.29 -30.0 +0.30 +0.28 +0.12 -30.0 -30.0 +0.21 -30.0 -30.0 -30.0 -30.0 +0.09 +0.14 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.43 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.13 -30.0 -30.0 -30.0 +0.22 +0.62 +0.56 +0.56 +0.43 -30.0 +0.52 +0.28 +0.17 -30.0 -30.0 +0.23 -30.0 -30.0 -30.0 -30.0 +0.19 +0.37 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.03 -30.0 -30.0 -30.0 -30.0 -30.0 +0.66 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-0.31 -30.0 -30.0 -30.0 +0.14 +0.23 +0.22 +0.24 +0.22 -30.0 +0.21 -0.10 +0.19 -30.0 -30.0 +0.19 -30.0 -30.0 -30.0 -30.0 +0.19 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-0.20 -30.0 -30.0 -30.0 +0.04 +0.07 +0.07 +0.17 +0.13 -30.0 +0.31 +0.16 +0.16 -30.0 -30.0 +0.13 -30.0 -30.0 -30.0 -30.0 +0.23 +0.29 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.28 -30.0 -30.0 -30.0 -30.0 -30.0 +0.35 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.56 -30.0 -30.0 -30.0 +0.12 +0.66 -30.0 +0.79 +0.54 -30.0 +0.47 +0.07 -0.04 -30.0 -30.0 +0.10 -30.0 -30.0 -30.0 -30.0 -0.28 +0.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.45 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.12 -30.0 -30.0 -30.0 +0.18 +0.51 -30.0 +0.49 +0.47 -30.0 +0.43 +0.23 +0.19 -30.0 -30.0 +0.22 -30.0 -30.0 -30.0 -30.0 +0.36 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.05 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.78 -30.0 -30.0 -30.0 +0.15 +0.55 -30.0 +0.40 +0.57 -30.0 +0.60 +0.34 +0.15 -30.0 -30.0 +0.05 -30.0 -30.0 -30.0 -30.0 +0.09 +0.41 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.24 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.52 -30.0 -30.0 -30.0 -0.22 +0.42 +0.12 +0.40 +0.32 -30.0 +0.41 +0.10 +0.08 -30.0 -30.0 +0.01 -30.0 -30.0 -30.0 -30.0 -0.26 +0.48 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.31 -30.0 -30.0 -30.0 -30.0 -30.0 +0.84 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-0.24 -30.0 -30.0 -30.0 +0.07 +0.15 +0.11 +0.20 +0.15 -30.0 +0.22 +0.17 +0.20 -30.0 -30.0 +0.15 -30.0 -30.0 -30.0 -30.0 +0.17 +0.15 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.30 -30.0 -30.0 -30.0 -30.0 -30.0 +0.09 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.63 -30.0 -30.0 -30.0 +0.08 +0.57 -30.0 -30.0 +0.52 -30.0 +0.70 -30.0 +0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.15 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.11 -30.0 -30.0 -30.0 -30.0 +0.52 -30.0 +0.52 +0.39 -30.0 +0.43 -30.0 +0.01 -30.0 -30.0 +0.27 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.25 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-0.97 -30.0 -30.0 -30.0 +0.41 +0.46 -30.0 +0.36 +0.33 -30.0 +0.32 +0.20 +0.13 -30.0 -30.0 +0.22 -30.0 -30.0 -30.0 -30.0 +0.05 +0.05 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.33 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.23 -30.0 -30.0 -30.0 -0.00 +0.51 -30.0 +0.50 +0.45 -30.0 +0.44 +0.19 +0.09 -30.0 -30.0 +0.20 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.27 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.77 -30.0 -30.0 -30.0 +0.49 +0.77 -30.0 -30.0 +0.73 -30.0 +0.72 -30.0 +0.21 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.18 +0.36 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-0.89 -30.0 -30.0 -30.0 +0.30 +0.62 +0.56 +0.54 +0.42 -30.0 +0.47 +0.37 +0.20 -30.0 -30.0 +0.24 -30.0 -30.0 -30.0 -30.0 +0.19 +0.73 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.14 -30.0 -30.0 -30.0 -30.0 -30.0 +0.54 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-0.80 -30.0 -30.0 -30.0 +0.33 +0.62 +0.54 +0.56 +0.40 -30.0 +0.48 +0.23 +0.22 -30.0 -30.0 +0.25 -30.0 -30.0 -30.0 -30.0 +0.14 +0.25 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.16 -30.0 -30.0 -30.0 -30.0 -30.0 +0.70 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-0.91 -30.0 -30.0 -30.0 +0.28 +0.60 -30.0 +0.53 +0.54 -30.0 +0.49 +0.21 +0.27 -30.0 -30.0 +0.24 -30.0 -30.0 -30.0 -30.0 +0.27 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.24 -30.0 -30.0 -30.0 -30.0 -30.0 +0.42 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.47 -30.0 -30.0 -30.0 -30.0 +0.67 -30.0 -30.0 +0.53 -30.0 +0.60 -30.0 +0.15 -30.0 -30.0 +0.22 -30.0 -30.0 -30.0 -30.0 +0.22 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-0.90 -30.0 -30.0 -30.0 +0.24 +0.52 +0.48 +0.48 +0.41 -30.0 +0.43 +0.24 +0.15 -30.0 -30.0 +0.19 -30.0 -30.0 -30.0 -30.0 +0.24 +0.11 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.39 -30.0 -30.0 -30.0 -30.0 -30.0 +0.52 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.92 -30.0 -30.0 -30.0 +0.25 +0.48 -30.0 +0.55 +0.58 -30.0 +0.56 -30.0 +0.12 -30.0 -30.0 +0.24 -30.0 -30.0 -30.0 -30.0 +0.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.28 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-0.63 -30.0 -30.0 -30.0 +0.14 +0.47 +0.40 +0.41 +0.31 -30.0 +0.43 +0.25 +0.22 -30.0 -30.0 +0.21 -30.0 -30.0 -30.0 -30.0 +0.09 +0.14 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-0.92 -30.0 -30.0 -30.0 +0.26 +0.51 +0.50 +0.53 +0.40 -30.0 +0.49 +0.22 +0.18 -30.0 -30.0 +0.21 -30.0 -30.0 -30.0 -30.0 +0.11 +0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.14 -30.0 -30.0 -30.0 -30.0 -30.0 +0.43 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-0.83 -30.0 -30.0 -30.0 -30.0 +0.47 +0.40 +0.41 +0.34 -30.0 +0.43 +0.13 +0.22 -30.0 -30.0 +0.19 -30.0 -30.0 -30.0 -30.0 +0.13 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.23 -30.0 -30.0 -30.0 -30.0 -30.0 +0.61 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-0.83 -30.0 -30.0 -30.0 +0.16 +0.51 +0.43 +0.42 +0.35 -30.0 +0.37 +0.26 +0.18 -30.0 -30.0 +0.21 -30.0 -30.0 -30.0 -30.0 -0.01 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -30.0 +0.40 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.12 -30.0 -30.0 -30.0 +0.31 +0.64 +0.61 +0.57 +0.49 -30.0 +0.43 +0.14 +0.20 -30.0 -30.0 +0.23 -30.0 -30.0 -30.0 -30.0 +0.05 +0.21 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.09 -30.0 -30.0 -30.0 -30.0 -30.0 +0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.03 -30.0 -30.0 -30.0 +0.25 +0.46 -30.0 +0.44 +0.35 -30.0 +0.45 +0.24 +0.17 -30.0 -30.0 +0.20 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.87 -30.0 -30.0 -30.0 -0.44 +0.33 -30.0 -30.0 +0.30 -30.0 +0.27 -30.0 +0.11 -30.0 -30.0 -0.01 -30.0 -30.0 -30.0 -30.0 -0.35 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.07 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.08 -30.0 -30.0 -30.0 +0.24 +0.50 +0.31 +0.48 +0.37 -30.0 +0.51 +0.25 +0.16 -30.0 -30.0 +0.19 -30.0 -30.0 -30.0 -30.0 +0.11 +0.33 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.13 -30.0 -30.0 -30.0 -30.0 -30.0 +0.46 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.73 -30.0 -30.0 -30.0 -0.04 +0.42 -30.0 +0.66 +0.35 -30.0 +0.45 -30.0 +0.12 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -0.04 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.00 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-0.90 -30.0 -30.0 -30.0 +0.30 +0.60 +0.52 +0.52 +0.42 -30.0 +0.50 +0.26 +0.20 -30.0 -30.0 +0.24 -30.0 -30.0 -30.0 -30.0 +0.08 +0.13 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.19 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.29 -30.0 -30.0 -30.0 +0.22 +0.56 +0.47 +0.49 +0.40 -30.0 +0.38 +0.11 +0.15 -30.0 -30.0 +0.20 -30.0 -30.0 -30.0 -30.0 -0.06 +0.26 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.11 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-0.53 -30.0 -30.0 -30.0 +0.18 +0.56 +0.50 +0.40 +0.18 -30.0 +0.29 +0.34 +0.07 -30.0 -30.0 +0.14 -30.0 -30.0 -30.0 -30.0 -0.01 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.00 -30.0 -30.0 -30.0 -30.0 -30.0 +0.72 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.32 -30.0 -30.0 -30.0 +0.11 +0.69 -30.0 -30.0 +0.53 -30.0 +0.36 +0.15 -0.02 -30.0 -30.0 +0.11 -30.0 -30.0 -30.0 -30.0 +0.11 +0.50 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.24 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.82 -30.0 -30.0 -30.0 -0.14 +0.41 -30.0 +0.51 +0.42 -30.0 +0.46 -30.0 +0.19 -30.0 -30.0 +0.15 -30.0 -30.0 -30.0 -30.0 +0.10 +0.28 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.04 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.06 -30.0 -30.0 -30.0 +0.19 +0.46 +0.52 +0.50 +0.41 -30.0 +0.46 +0.41 +0.18 -30.0 -30.0 +0.24 -30.0 -30.0 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.32 -30.0 -30.0 -30.0 +0.03 +0.36 -30.0 +0.57 +0.34 -30.0 +0.40 +0.07 +0.07 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.07 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-0.79 -30.0 -30.0 -30.0 +0.29 +0.58 +0.56 +0.51 +0.42 -30.0 +0.48 +0.39 +0.19 -30.0 -30.0 +0.27 -30.0 -30.0 -30.0 -30.0 +0.11 +0.35 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.14 -30.0 -30.0 -30.0 -30.0 -30.0 +0.59 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.26 -30.0 -30.0 -30.0 +0.27 +0.61 -30.0 -30.0 +0.54 -30.0 +0.66 -30.0 +0.10 -30.0 -30.0 +0.21 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-0.80 -30.0 -30.0 -30.0 +0.19 +0.46 -30.0 +0.47 +0.33 -30.0 +0.50 +0.27 +0.10 -30.0 -30.0 +0.18 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-0.71 -30.0 -30.0 -30.0 +0.21 +0.36 +0.30 +0.37 +0.26 -30.0 +0.29 +0.15 +0.16 -30.0 -30.0 +0.19 -30.0 -30.0 -30.0 -30.0 +0.05 +0.09 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.31 -30.0 -30.0 -30.0 -30.0 -30.0 +0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.96 -30.0 -30.0 -30.0 -0.26 +0.44 -30.0 +0.47 +0.38 -30.0 +0.42 +0.22 +0.09 -30.0 -30.0 +0.11 -30.0 -30.0 -30.0 -30.0 +0.02 +0.25 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.15 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.04 -30.0 -30.0 -30.0 +0.23 +0.48 -30.0 +0.51 +0.38 -30.0 +0.42 +0.26 +0.11 -30.0 -30.0 +0.21 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.20 -30.0 -30.0 -30.0 -0.35 +0.07 -30.0 -30.0 +0.03 -30.0 -0.02 -30.0 +0.03 -30.0 -30.0 +0.13 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.72 -30.0 -30.0 -30.0 -30.0 -30.0 -0.89 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.62 -30.0 -30.0 -30.0 +0.04 +0.50 +0.20 +0.54 +0.42 -30.0 +0.40 +0.11 +0.09 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -0.05 +0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.18 -30.0 -30.0 -30.0 -30.0 -30.0 +0.63 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.41 -30.0 -30.0 -30.0 +0.47 +0.78 -30.0 +0.79 +0.59 -30.0 +0.44 +0.25 +0.10 -30.0 -30.0 +0.25 -30.0 -30.0 -30.0 -30.0 +0.19 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.13 -30.0 -30.0 -30.0 -30.0 -30.0 +0.53 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.27 -30.0 -30.0 -30.0 -0.15 +0.38 -30.0 +0.39 +0.34 -30.0 +0.41 -30.0 +0.13 -30.0 -30.0 +0.12 -30.0 -30.0 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.26 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-1.27 -30.0 -30.0 -30.0 -0.16 +0.23 -30.0 +0.37 +0.33 -30.0 +0.35 -30.0 +0.13 -30.0 -30.0 +0.08 -30.0 -30.0 -30.0 -30.0 -0.01 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.26 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-0.79 -30.0 -30.0 -30.0 +0.36 +0.55 -30.0 +0.50 +0.47 -30.0 +0.42 +0.38 +0.25 -30.0 -30.0 +0.29 -30.0 -30.0 -30.0 -30.0 +0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.01 -30.0 -30.0 -30.0 -30.0 -30.0 +0.78 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-1.72 -30.0 -30.0 -30.0 -0.23 +0.29 -30.0 +0.59 +0.43 -30.0 +0.58 -30.0 +0.20 -30.0 -30.0 +0.15 -30.0 -30.0 -30.0 -30.0 +0.24 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
