[Fe/H] err     [FeII/H] err    [C/Fe] err     [N/Fe] err      [O/Fe] err     [Na/Fe] err   [Mg/Fe] err   [Al/Fe] err   [Si/Fe] err     [K/Fe] err      [Ca/Fe] err    [Sc/Fe] err     [Ti/Fe] err     [TiII/Fe] err  [V/Fe] err      [VII/Fe] err      [Cr/Fe] err  [Mn/Fe] err     [Co/Fe] err       [Ni/Fe] err       [Cu/Fe] err    [Zn/Fe] err     [Sr/Fe] err    [Y/Fe] err       [Zr/Fe] err      [Ru/Fe] err     [Ba/Fe] err      [La/Fe] err        [Ce/Fe] err      [Pr/Fe] err     [Nd/Fe] err        [Sm/Fe] err       [Eu/Fe] err      [Gd/Fe] err        [Tb/Fe] err       [Dy/Fe] err         [Ho/Fe] err       [Er/Fe] err      [Yb/Fe] err       [Hf/Fe] err    [Ir/Fe] err [Pb/Fe] err
-2.11  0.21     -2.28  0.15     0.26  0.25  1333333 -30.0    5110.15 -30.0   14444 -30.0    0.25  0.25   -1.06  0.37     0.39  0.29     0.07  0.23      0.27  0.23    -0.18  0.15      0.12  0.20      0.13  0.15    -0.19  0.27      22222 -30.0      -0.14  0.20   -0.35  0.23     -0.29  0.26       -0.07  0.23      26666 -30.0     -0.11  0.23      0.03  0.23     -999  0.00       29999 -30.0     31111 -30.0     -0.10  0.15     660.77  0.00      3220.86 -30.0    3331.28 -30.0    3440.94 -30.0     3551.38 -30.0     990.70  0.00     3661.67 -30.0      3772.25 -30.0     3881.39 -30.0      3992.93 -30.0       41111 -30.0      42222 -30.0      4332.24 -30.0   44444 -30.0 882.13  0.00 
-2.08  0.20     -1.94  0.14    -0.08  0.25  1331.50 -30.0       0.69  0.19    0.20  0.24    0.39  0.22   -0.79  0.33     0.38  0.27    16666 -30.0      0.48  0.23     0.03  0.14      0.33  0.20      0.41  0.14    19999 -30.0       0.26  0.24      -0.12  0.20   -0.33  0.23     -0.05  0.23        0.14  0.23      26666 -30.0      0.27  0.20      0.29  0.20    -0.24  0.16        0.44  0.14     31111 -30.0     -0.22  0.15     660.26  0.00      3220.34 -30.0    3331.52 -30.0      34444 -30.0     3550.69 -30.0       0.25  0.17     3660.75 -30.0      3771.99 -30.0     3881.29 -30.0        39999 -30.0     4110.91 -30.0       0.04  0.19      4331.69 -30.0   44444 -30.0 881.74  0.00 
-3.58  0.21     -3.39  0.16  1220.91 -30.0  1332.16 -30.0    5110.65 -30.0   -0.06  0.22    0.50  0.23   -0.59  0.21     0.39  0.32    16666 -30.0      0.62  0.24    -0.24  0.14      0.70  0.26      0.11  0.15    19999 -30.0    2220.82 -30.0      -0.20  0.21   -0.65  0.27      0.34  0.30        0.14  0.26      26666 -30.0   2770.99 -30.0     -0.10  0.14   770.13  0.00     2990.86 -30.0     31111 -30.0     -0.46  0.16     666666  0.00      3221.76 -30.0    3332.12 -30.0    3441.56 -30.0     3552.18 -30.0     991.45  0.00     3662.36 -30.0      3772.80 -30.0     3881.82 -30.0      3992.15 -30.0     4112.11 -30.0    4221.30 -30.0      4332.95 -30.0   44444 -30.0 883.00  0.00 
-2.06  0.21     -1.82  0.14    -0.44  0.25  1331.12 -30.0       0.71  0.20   14444 -30.0    0.33  0.23   -0.85  0.33     0.43  0.27    16666 -30.0      0.42  0.24    -0.05  0.14      0.20  0.20      0.27  0.14    -0.02  0.22       0.11  0.23      -0.14  0.20   -0.32  0.21     -0.14  0.27        0.12  0.23    -260.63 -30.0      0.26  0.20     -0.05  0.19    -0.32  0.16       -0.01  0.14     31111 -30.0     -0.03  0.13       0.11  0.17        -0.03  0.34      33333 -30.0       0.11  0.21       35555 -30.0       0.27  0.15        0.58  0.23        37777 -30.0        0.57  0.16        39999 -30.0        0.14  0.30      -0.02  0.18      4330.91 -30.0 4441.99 -30.0 881.53  0.00 
-2.35  0.21     -2.30  0.15     0.29  0.25  1333333 -30.0      51111 -30.0   14444 -30.0    0.34  0.24   -0.97  0.33    15555 -30.0    16666 -30.0      0.48  0.23     0.07  0.17      0.47  0.23      0.37  0.16    19999 -30.0    2220.56 -30.0      -0.11  0.22   -0.43  0.26     -0.04  0.29        0.04  0.22      26666 -30.0   2770.18 -30.0      0.11  0.27     -999  0.00        0.55  0.30     31111 -30.0     -0.40  0.15     666666  0.00      3221.03 -30.0    3331.47 -30.0    3441.07 -30.0     3551.56 -30.0     990.85  0.00     3661.69 -30.0      3772.34 -30.0     3881.21 -30.0      3991.75 -30.0       41111 -30.0      42222 -30.0      4332.39 -30.0   44444 -30.0 882.48  0.00 
-1.94  0.11     -1.94  0.14    -0.05  0.25  1333333 -30.0      51111 -30.0   14444 -30.0    0.30  0.13   15555 -30.0     0.61  0.19    16666 -30.0      0.34  0.16    -0.17  0.15      0.17  0.10      0.28  0.13    -0.15  0.17       0.21  0.30      -0.17  0.10   -0.38  0.11     -0.17  0.21        0.05  0.15    -260.34 -30.0      0.12  0.11      0.11  0.14     -999  0.00        0.29  0.31     31111 -30.0     -0.13  0.13     666666  0.00      3220.33 -30.0      33333 -30.0      34444 -30.0     3550.81 -30.0       0.59  0.25     3661.37 -30.0      3771.99 -30.0     3881.31 -30.0        39999 -30.0       41111 -30.0      42222 -30.0      4332.04 -30.0   44444 -30.0 881.86  0.00 
-2.40  0.21     -2.24  0.14    -0.25  0.25  1331.66 -30.0       0.34  0.22    0.41  0.23    0.30  0.21   -0.21  0.33     0.50  0.28     0.27  0.23      0.40  0.22    -0.01  0.15      0.29  0.21      0.32  0.14     0.02  0.23       0.11  0.25      -0.18  0.21   -0.42  0.22      0.04  0.24        0.10  0.25      26666 -30.0      0.37  0.20      0.04  0.24    -0.36  0.17        0.19  0.17     31111 -30.0     -0.21  0.14     666666  0.00         0.09  0.25    3331.12 -30.0      34444 -30.0     3550.59 -30.0      -0.05  0.25     3660.88 -30.0      3771.20 -30.0        0.19  0.24        39999 -30.0     4110.87 -30.0       0.07  0.26      4331.33 -30.0 4442.37 -30.0 881.58  0.00 
-2.03  0.10     -2.04  0.10     0.04  0.25     0.36  0.28       0.49  0.15   14444 -30.0    0.38  0.08   15555 -30.0     0.31  0.19     0.09  0.15      0.38  0.16    -0.06  0.10      0.17  0.09      0.23  0.09    -0.04  0.14       0.09  0.21      -0.08  0.09   -0.38  0.09     -0.26  0.17       -0.02  0.14      26666 -30.0      0.15  0.09      0.05  0.06    -0.31  0.13        0.24  0.11     31111 -30.0     -0.10  0.09      -0.04  0.19        -0.07  0.21      33333 -30.0      34444 -30.0     3550.60 -30.0       0.07  0.13     3661.01 -30.0        37777 -30.0       38888 -30.0        39999 -30.0       41111 -30.0      -0.05  0.25      4331.28 -30.0   44444 -30.0 881.63  0.00 
-2.06  0.21     -1.89  0.15     0.20  0.25  1333333 -30.0      51111 -30.0   14444 -30.0    0.46  0.26   15555 -30.0    15555 -30.0    16666 -30.0      0.50  0.23     0.02  0.15      0.43  0.20      0.34  0.15    19999 -30.0      22222 -30.0      -0.14  0.22   -0.26  0.23     -0.28  0.27        0.10  0.23      26666 -30.0      0.34  0.21      0.37  0.23     0.29  0.17        0.56  0.23     31111 -30.0     -0.37  0.15     666666  0.00      3220.71 -30.0      33333 -30.0      34444 -30.0       35555 -30.0     990.56  0.00     3661.57 -30.0      3771.96 -30.0     3881.68 -30.0        39999 -30.0       41111 -30.0      42222 -30.0      4332.27 -30.0   44444 -30.0 882.45  0.00 
-2.61  0.10     -2.60  0.16     0.02  0.25  1333333 -30.0      51111 -30.0   14444 -30.0    0.67  0.13   -0.72  0.23    15555 -30.0    16666 -30.0      0.46  0.14    -0.10  0.20      0.20  0.10      0.29  0.14    -0.02  0.20      22222 -30.0      -0.22  0.11   -0.69  0.21      0.08  0.20        0.10  0.16      26666 -30.0      0.44  0.13      0.01  0.16     -999  0.00        0.52  0.41     31111 -30.0     -0.45  0.15     666666  0.00      3220.87 -30.0    3331.45 -30.0    3441.17 -30.0     3551.46 -30.0     990.78  0.00     3661.91 -30.0      3772.31 -30.0       38888 -30.0        39999 -30.0       41111 -30.0      42222 -30.0      4332.54 -30.0   44444 -30.0 882.28  0.00 
-2.78  0.22     -2.50  0.15  1220.67 -30.0  1333333 -30.0      51111 -30.0   14444 -30.0    0.35  0.21   -0.88  0.30    15555 -30.0    16666 -30.0      0.40  0.23    -0.40  0.17     18888 -30.0     -0.34  0.14    19999 -30.0      22222 -30.0      -0.31  0.21   -0.34  0.27      0.26  0.28        0.06  0.23      26666 -30.0   2770.67 -30.0     -0.84  0.22   770.35  0.00     2990.43 -30.0     31111 -30.0     -0.78  0.14     666666  0.00      3221.18 -30.0    3331.88 -30.0    3441.27 -30.0     3551.82 -30.0     991.11  0.00     3661.90 -30.0      3772.61 -30.0     3881.55 -30.0        39999 -30.0       41111 -30.0      42222 -30.0      4332.71 -30.0   44444 -30.0 882.83  0.00 
-1.80  0.21     -1.70  0.14    -0.19  0.25  1331.17 -30.0       0.36  0.20   -0.22  0.34    0.33  0.24   -0.85  0.33    15555 -30.0     0.35  0.23      0.54  0.25     0.07  0.14      0.31  0.20      0.38  0.14     0.07  0.22       0.21  0.23      -0.07  0.21   -0.35  0.21     -0.19  0.23        0.04  0.23      26666 -30.0      0.09  0.21      0.09  0.19    -0.24  0.16        0.24  0.14     31111 -30.0     -0.11  0.15       0.16  0.20        32222 -30.0      33333 -30.0      -0.11  0.22     3550.53 -30.0       0.35  0.16     3660.67 -30.0        37777 -30.0        0.23  0.26        39999 -30.0     4110.50 -30.0       0.10  0.22      4331.24 -30.0   44444 -30.0 881.13  0.00 
-1.90  0.21     -1.76  0.14    -0.28  0.25  1333333 -30.0      51111 -30.0   14444 -30.0    0.23  0.25   15555 -30.0    15555 -30.0    16666 -30.0      0.37  0.24    -0.19  0.16      0.20  0.21      0.18  0.15    -0.15  0.26       0.10  0.29      -0.18  0.21   -0.36  0.23     -0.12  0.27        0.08  0.24    -260.15 -30.0      0.14  0.21      0.04  0.24     -999  0.00        0.19  0.23     31111 -30.0     -0.42  0.15     660.32  0.00      3220.41 -30.0    3331.50 -30.0    3440.81 -30.0     3550.83 -30.0     990.32  0.00     3661.43 -30.0      3771.83 -30.0     3881.73 -30.0        39999 -30.0       41111 -30.0      42222 -30.0      4331.68 -30.0   44444 -30.0 881.64  0.00 
-1.58  0.11     -1.57  0.12    -0.25  0.25  1333333 -30.0      51111 -30.0   -0.23  0.15    0.27  0.11   15555 -30.0     0.29  0.18    16666 -30.0      0.33  0.17    -0.16  0.12      0.19  0.11      0.22  0.10    -0.00  0.18      22222 -30.0      -0.01  0.11   -0.48  0.11     -0.59  0.21        0.09  0.14      -0.70  0.13     -0.07  0.09     -0.03  0.06    -0.24  0.12        0.46  0.17     31111 -30.0     -0.01  0.09     666666  0.00        32222 -30.0      33333 -30.0      34444 -30.0     3550.97 -30.0     990.54  0.00     3661.33 -30.0      3771.82 -30.0     3881.31 -30.0        39999 -30.0       41111 -30.0      42222 -30.0      4332.25 -30.0   44444 -30.0 882.49  0.00 
-2.08  0.15     -2.13  0.15    -0.11  0.25  1330.10 -30.0       0.18  0.16   -0.35  0.22    0.31  0.17   -0.60  0.27     0.52  0.22    16666 -30.0      0.39  0.18    -0.07  0.14      0.06  0.14      0.23  0.15    -0.16  0.17       0.10  0.23      -0.16  0.14   -0.51  0.14     -0.43  0.22       -0.07  0.17      -1.20  0.21      0.03  0.14     -0.04  0.21    -0.50  0.16       -0.01  0.15     31111 -30.0     -0.12  0.14      -0.11  0.16        -0.17  0.18      -0.18  0.24       0.07  0.16        0.06  0.16       0.18  0.15        0.43  0.20        37777 -30.0        0.35  0.17        39999 -30.0        0.25  0.18       0.05  0.18        43333 -30.0 4440.95 -30.0 880.98  0.00 
-1.08  0.10     -1.09  0.13    -0.09  0.25     0.35  0.28       0.27  0.08    0.06  0.14    0.47  0.13   15555 -30.0     0.35  0.17     0.25  0.18      0.29  0.17     0.13  0.10      0.20  0.11      0.40  0.11    -0.07  0.17       0.27  0.22      -0.07  0.10   -0.32  0.10     -0.19  0.18        0.06  0.13      26666 -30.0      0.25  0.10      0.16  0.06    -0.00  0.12        0.47  0.12     31111 -30.0      0.16  0.10       0.10  0.14         0.05  0.17      33333 -30.0       0.33  0.14       35555 -30.0       0.20  0.13        0.39  0.20        37777 -30.0       38888 -30.0        39999 -30.0        0.29  0.22       0.26  0.18      4330.64 -30.0 4441.08 -30.0 880.24  0.00 
-1.42  0.22     -1.07  0.15    -0.63  0.25  1330.64 -30.0       0.64  0.19   -0.14  0.22    0.12  0.23   -0.97  0.33     0.21  0.27     0.16  0.25      0.36  0.29    -0.12  0.13      0.10  0.20      0.18  0.14    -0.21  0.22       0.01  0.23      -0.12  0.20   -0.31  0.22     -0.44  0.26       -0.01  0.22      26666 -30.0      0.08  0.19     -0.25  0.14    -0.42  0.14        0.05  0.14     31111 -30.0     -0.06  0.13      -0.14  0.15        -0.10  0.19      33333 -30.0      -0.00  0.16       35555 -30.0       0.03  0.13        0.31  0.22        37777 -30.0       38888 -30.0        39999 -30.0     4110.33 -30.0      42222 -30.0      4330.89 -30.0   44444 -30.0 880.84  0.00 
-2.46  0.21     -2.28  0.15     0.22  0.25  1333333 -30.0      51111 -30.0   -0.25  0.32    0.43  0.25   15555 -30.0    15555 -30.0    16666 -30.0      0.44  0.23    -0.08  0.18      0.45  0.24      0.23  0.15    19999 -30.0      22222 -30.0      -0.11  0.21   -0.36  0.26     -0.08  0.30        0.15  0.24      26666 -30.0   2770.52 -30.0      0.02  0.27   -70.11  0.00     2990.49 -30.0     31111 -30.0     -0.27  0.15     661.05  0.00      3221.04 -30.0    3331.69 -30.0    3441.49 -30.0     3551.54 -30.0     990.96  0.00     3661.97 -30.0      3772.30 -30.0     3882.22 -30.0      3991.94 -30.0       41111 -30.0      42222 -30.0      4332.50 -30.0   44444 -30.0 882.50  0.00 
-2.93  0.15     -2.90  0.16    -0.04  0.25  1330.87 -30.0      51111 -30.0   14444 -30.0    0.46  0.15   -0.79  0.29    15555 -30.0    16666 -30.0      0.42  0.17    -0.15  0.15      0.12  0.15      0.13  0.15    -0.16  0.18      -0.03  0.25      -0.28  0.15   -0.46  0.16     -0.15  0.19       -0.02  0.20      26666 -30.0      0.20  0.16     -0.40  0.25    -0.74  0.20       -0.29  0.18     31111 -30.0     -0.70  0.16      -0.32  0.23        32222 -30.0      33333 -30.0      -0.52  0.28     3550.07 -30.0      -0.10  0.19       36666 -30.0        37777 -30.0       -0.14  0.21        39999 -30.0       41111 -30.0      -0.23  0.28      4330.99 -30.0 4441.06 -30.0 881.23  0.00 
-2.60  0.10     -2.62  0.14     0.40  0.25  1330.49 -30.0    5111.06 -30.0   14444 -30.0    0.30  0.14   -0.43  0.21    15555 -30.0     0.08  0.15      0.35  0.14     0.14  0.12      0.23  0.09      0.33  0.12     0.14  0.13       0.31  0.25      -0.02  0.09   -0.40  0.10     -0.07  0.18        0.01  0.16      26666 -30.0      0.19  0.14     -0.11  0.10    -0.26  0.16        0.36  0.15     31111 -30.0     -0.49  0.13     660.43  0.00      3220.56 -30.0    3331.45 -30.0      34444 -30.0     3551.17 -30.0     990.67  0.00     3661.43 -30.0      3771.44 -30.0     3880.92 -30.0        39999 -30.0     4111.17 -30.0    4220.62 -30.0      4331.83 -30.0 4441.97 -30.0 881.22  0.00 
-3.07  0.21     -2.90  0.15     0.38  0.25  1333.07 -30.0      51111 -30.0   14444 -30.0    0.24  0.22   -0.75  0.23     0.23  0.36    16666 -30.0      0.48  0.22    -0.36  0.14     18888 -30.0      0.07  0.13    19999 -30.0    2220.64 -30.0      -0.16  0.20   -0.63  0.22      0.09  0.25       -0.18  0.24      26666 -30.0     27777 -30.0      0.09  0.22   770.22  0.00     2990.62 -30.0     31111 -30.0      0.04  0.15     661.12  0.00      3221.18 -30.0    3331.75 -30.0    3441.21 -30.0     3551.65 -30.0     991.12  0.00     3661.97 -30.0      3772.24 -30.0     3881.38 -30.0      3991.83 -30.0     4111.89 -30.0    4221.10 -30.0      4332.62 -30.0 4443.37 -30.0 882.65  0.00 
-1.50  0.21     -1.44  0.14    -0.10  0.25     0.25  0.28       0.43  0.19   -0.02  0.22    0.36  0.23   -0.32  0.34     0.45  0.26     0.35  0.25      0.42  0.27     0.04  0.14      0.22  0.20      0.36  0.13     0.02  0.22       0.15  0.23      -0.13  0.20   -0.44  0.20     -0.11  0.26        0.07  0.22      -0.48  0.22      0.16  0.20      0.29  0.13    -0.06  0.15        0.45  0.14     31111 -30.0      0.29  0.13       0.12  0.16         0.13  0.20      33333 -30.0      -0.12  0.18       35555 -30.0       0.12  0.14     3660.53 -30.0      3770.95 -30.0     3880.26 -30.0        39999 -30.0     4110.91 -30.0      42222 -30.0      4331.00 -30.0   44444 -30.0 881.29  0.00 
-2.05  0.10     -2.07  0.11    -0.29  0.25     0.30  0.28      51111 -30.0   14444 -30.0    0.28  0.09   15555 -30.0     0.29  0.20    16666 -30.0      0.26  0.16    -0.08  0.12      0.16  0.09      0.27  0.10    19999 -30.0       0.06  0.23       0.00  0.10   -0.34  0.10     -0.19  0.18       -0.03  0.14      26666 -30.0      0.11  0.10     -0.06  0.06    -0.26  0.14        0.34  0.11     31111 -30.0      0.01  0.10       0.08  0.19      3220.50 -30.0      33333 -30.0       0.29  0.13     3550.72 -30.0     990.18  0.00     3661.04 -30.0      3771.09 -30.0       38888 -30.0        39999 -30.0     4110.95 -30.0       0.24  0.20      4331.25 -30.0   44444 -30.0 880.56  0.00 
-1.95  0.10     -1.94  0.14    -0.13  0.25     0.40  0.28       0.76  0.11   14444 -30.0    0.42  0.08   -0.76  0.21     0.30  0.19    16666 -30.0      0.32  0.17    -0.01  0.12      0.22  0.09      0.32  0.13    19999 -30.0       0.16  0.24      -0.03  0.09   -0.42  0.09     -0.47  0.17        0.00  0.13      26666 -30.0      0.18  0.09      0.00  0.08    -0.05  0.16        0.40  0.14     31111 -30.0     -0.03  0.15       0.07  0.21      3220.76 -30.0      33333 -30.0       0.18  0.15       35555 -30.0       0.15  0.16       36666 -30.0        37777 -30.0       38888 -30.0        39999 -30.0       41111 -30.0       0.37  0.23      4331.25 -30.0   44444 -30.0 880.82  0.00 
-3.12  0.10     -3.13  0.19     0.45  0.25  1331.10 -30.0    5111.46 -30.0   14444 -30.0    0.42  0.10   -0.24  0.25    15555 -30.0     0.15  0.16      0.37  0.13    -0.09  0.17      0.21  0.10      0.15  0.18     0.05  0.14      22222 -30.0      -0.05  0.10   -0.44  0.14     -0.19  0.16       -0.07  0.16      26666 -30.0      0.36  0.20     -0.76  0.16   -70.62  0.00     2990.71 -30.0     31111 -30.0     -1.20  0.19     666666  0.00      3220.76 -30.0    3331.20 -30.0    3441.02 -30.0     3551.27 -30.0     990.47  0.00     3661.57 -30.0      3771.68 -30.0     3880.92 -30.0        39999 -30.0     4111.41 -30.0    4220.49 -30.0      4332.04 -30.0   44444 -30.0 881.66  0.00 
-2.14  0.21     -2.34  0.15     0.23  0.25  1333333 -30.0      51111 -30.0   14444 -30.0    0.31  0.24   -0.77  0.36     0.44  0.28    16666 -30.0      0.30  0.23    -0.07  0.15      0.13  0.21      0.21  0.15    -0.10  0.24      22222 -30.0      -0.09  0.21   -0.25  0.22     -0.16  0.29        0.15  0.23      26666 -30.0   -270.06 -30.0     -0.34  0.27     -999  0.00        0.14  0.38     31111 -30.0     -0.67  0.16     666666  0.00        32222 -30.0      33333 -30.0    3441.02 -30.0     3551.10 -30.0     990.82  0.00     3661.49 -30.0      3772.33 -30.0     3881.79 -30.0        39999 -30.0       41111 -30.0      42222 -30.0        43333 -30.0   44444 -30.0 882.25  0.00 
-1.72  0.21     -1.63  0.14    -0.15  0.25  1331.35 -30.0       0.27  0.19   14444 -30.0    0.26  0.24   -0.87  0.33     0.28  0.26    16666 -30.0      0.43  0.24     0.07  0.13      0.27  0.20      0.36  0.14    -0.04  0.22       0.21  0.23      -0.10  0.20   -0.35  0.21     -0.11  0.25        0.02  0.24      26666 -30.0      0.09  0.21      0.16  0.20    -0.23  0.17        0.23  0.14     31111 -30.0      0.04  0.14       0.20  0.16         0.13  0.25      33333 -30.0       0.02  0.19       35555 -30.0       0.24  0.15        0.57  0.28        37777 -30.0        0.60  0.16        39999 -30.0        0.32  0.38       0.09  0.18      4331.23 -30.0   44444 -30.0 881.12  0.00 
-3.17  0.21     -3.13  0.16     0.54  0.25  1333.40 -30.0      51111 -30.0   14444 -30.0    0.39  0.22   -0.71  0.22     0.45  0.36    16666 -30.0      0.46  0.23    -0.17  0.14      0.43  0.23      0.15  0.15    19999 -30.0      22222 -30.0      -0.21  0.20   -0.32  0.22      0.01  0.27       -0.05  0.24      26666 -30.0      0.50  0.27     -0.07  0.17   -70.00  0.00     2990.42 -30.0     31111 -30.0     -0.07  0.15     666666  0.00      3221.24 -30.0    3331.74 -30.0    3441.39 -30.0     3551.65 -30.0     991.08  0.00     3661.91 -30.0      3772.22 -30.0     3881.38 -30.0      3991.89 -30.0     4111.85 -30.0    4221.17 -30.0      4332.59 -30.0 4443.09 -30.0 882.28  0.00 
-2.29  0.10     -2.29  0.13    -0.12  0.25  1333333 -30.0      51111 -30.0   14444 -30.0    0.30  0.15   15555 -30.0     0.65  0.23    16666 -30.0      0.31  0.15    -0.16  0.13      0.12  0.10      0.26  0.12    -0.20  0.18      22222 -30.0      -0.15  0.10   -0.37  0.12     -0.17  0.20        0.12  0.16      -0.33  0.20      0.17  0.12      0.46  0.12     0.21  0.15        0.41  0.22     31111 -30.0      0.27  0.12     666666  0.00      3220.75 -30.0    3331.39 -30.0      34444 -30.0     3551.47 -30.0       0.56  0.33     3661.79 -30.0      3772.36 -30.0     3881.44 -30.0        39999 -30.0       41111 -30.0      42222 -30.0      4332.27 -30.0   44444 -30.0 882.09  0.00 
-1.80  0.20     -1.78  0.14    -0.08  0.25  1331.25 -30.0       0.15  0.20   14444 -30.0    0.27  0.24   -1.04  0.33    15555 -30.0    16666 -30.0      0.36  0.24    -0.07  0.14      0.19  0.20      0.28  0.14    19999 -30.0       0.12  0.23      -0.10  0.20   -0.44  0.21     -0.20  0.23        0.01  0.23      26666 -30.0      0.01  0.20     -0.05  0.22    -0.48  0.16        0.19  0.15     31111 -30.0     -0.16  0.14       0.27  0.19         0.33  0.30    3330.95 -30.0       0.13  0.17       35555 -30.0       0.36  0.15     3660.95 -30.0      3771.20 -30.0       38888 -30.0        39999 -30.0       41111 -30.0       0.04  0.24      4331.39 -30.0 4441.94 -30.0 881.16  0.00 
-3.38  0.22     -3.40  0.17  1221.14 -30.0  1333333 -30.0      51111 -30.0   14444 -30.0    0.54  0.24   15555 -30.0    15555 -30.0    16666 -30.0      0.62  0.24   170.04 -30.0     18888 -30.0     -0.06  0.15    19999 -30.0    2221.60 -30.0      -0.28  0.22   23333 -30.0   2440.62 -30.0       25555 -30.0    2661.27 -30.0   2771.24 -30.0     -1.11  0.26   771.32  0.00     2991.72 -30.0     31111 -30.0    -90.57  0.00     661.93  0.00      3221.98 -30.0    3332.65 -30.0    3442.09 -30.0     3552.60 -30.0     991.95  0.00     3662.89 -30.0      3773.41 -30.0     3882.57 -30.0      3992.79 -30.0       41111 -30.0      42222 -30.0      4333.57 -30.0   44444 -30.0 883.21  0.00 
-1.59  0.11     -1.58  0.14    -0.41  0.25  1333333 -30.0      51111 -30.0   -0.15  0.15    0.18  0.12   15555 -30.0     0.31  0.20    16666 -30.0      0.30  0.18     0.06  0.13      0.22  0.10      0.37  0.12    -0.14  0.17      22222 -30.0       0.00  0.10   -0.38  0.11     -0.15  0.22        0.04  0.14      -0.48  0.12      0.10  0.09     -0.04  0.10    -0.24  0.16        0.36  0.20     31111 -30.0      0.05  0.10      -0.16  0.47      3220.40 -30.0      33333 -30.0      -0.10  0.40        0.52  0.17       0.47  0.19       36666 -30.0      3771.81 -30.0     3881.59 -30.0        39999 -30.0       41111 -30.0      42222 -30.0      4331.66 -30.0   44444 -30.0 881.37  0.00 
-2.82  0.15     -2.69  0.15    -0.91  0.25     0.80  0.36       0.66  0.18   14444 -30.0    0.56  0.20   -0.36  0.27    15555 -30.0    16666 -30.0      0.45  0.18    -0.07  0.14      0.12  0.14      0.28  0.15    -0.23  0.17       0.03  0.23      -0.25  0.14   -0.49  0.14     -0.26  0.29        0.08  0.18    -260.56 -30.0      0.32  0.14      0.15  0.12    -0.41  0.15        0.07  0.15     31111 -30.0      0.05  0.14       0.09  0.15        -0.02  0.16       0.30  0.16       0.17  0.15        0.25  0.15       0.31  0.17        0.40  0.17        37777 -30.0        0.49  0.16        39999 -30.0        0.32  0.16       0.41  0.27         0.41  0.26    0.69  0.36 881.00  0.00 
-1.84  0.15     -2.03  0.15    -0.10  0.25    -0.52  0.36       0.28  0.19   -0.03  0.17    0.37  0.15   15555 -30.0     0.49  0.21     0.24  0.19      0.49  0.21     0.08  0.14      0.10  0.14      0.35  0.14    -0.18  0.19       0.25  0.23      -0.15  0.14   -0.37  0.15     -0.52  0.27        0.01  0.17      -0.71  0.15      0.04  0.14      0.13  0.14    -0.28  0.15        0.25  0.15     31111 -30.0      0.02  0.14       0.13  0.15         0.13  0.16       0.49  0.16       0.31  0.15        0.34  0.16       0.43  0.16        0.53  0.18      3771.03 -30.0        0.58  0.16        39999 -30.0        0.46  0.17       0.30  0.23         0.32  0.31    0.51  0.29 880.65  0.00 
-2.97  0.15     -2.72  0.15    -1.17  0.25     0.10  0.36       0.72  0.22    0.02  0.29    0.47  0.16   -0.59  0.30     0.58  0.25     0.31  0.18      0.39  0.17    -0.13  0.14      0.08  0.15      0.09  0.15    -0.13  0.17      -0.08  0.24      -0.20  0.15   -0.35  0.15     -0.03  0.24        0.27  0.19    -260.78 -30.0      0.29  0.15     -0.18  0.24    -0.84  0.18       -0.31  0.16     31111 -30.0     -0.78  0.15      -0.64  0.24      -320.89 -30.0      33333 -30.0      -0.44  0.21     3550.01 -30.0      -0.29  0.17     3660.19 -30.0        37777 -30.0       -0.27  0.17        39999 -30.0       -0.01  0.26      -0.35  0.19      4330.33 -30.0 4441.05 -30.0 881.15  0.00 
-2.01  0.21     -1.91  0.14    -0.07  0.25  1331.18 -30.0       0.50  0.20   -0.09  0.33    0.39  0.24   -0.75  0.33     0.39  0.27    16666 -30.0      0.51  0.24     0.05  0.14      0.27  0.20      0.38  0.14     0.03  0.22       0.12  0.24      -0.15  0.21   -0.42  0.22     -0.12  0.24        0.07  0.23    -260.22 -30.0      0.14  0.22      0.28  0.21    -0.27  0.17        0.25  0.15     31111 -30.0     -0.10  0.16       0.19  0.19        32222 -30.0      33333 -30.0      34444 -30.0     3550.56 -30.0      -0.01  0.17     3660.96 -30.0      3771.24 -30.0        0.15  0.25        39999 -30.0     4111.06 -30.0      -0.06  0.23      4331.37 -30.0   44444 -30.0 881.33  0.00 
-2.29  0.21     -2.40  0.14     0.39  0.25  1331.47 -30.0       0.22  0.22   14444 -30.0    0.46  0.22   -0.56  0.33    15555 -30.0     0.14  0.23      0.43  0.22    -0.04  0.15      0.28  0.21      0.36  0.14    19999 -30.0       0.15  0.27      -0.15  0.21   -0.34  0.22      0.00  0.23        0.04  0.25      26666 -30.0      0.21  0.21      0.28  0.24    -0.31  0.19        0.23  0.24     31111 -30.0     -0.23  0.15     660.23  0.00      3220.47 -30.0    3331.18 -30.0    3440.59 -30.0     3550.96 -30.0       0.09  0.23     3661.32 -30.0      3771.45 -30.0     3880.32 -30.0        39999 -30.0     4110.79 -30.0      -0.12  0.36      4331.65 -30.0   44444 -30.0 881.68  0.00 
