[Fe/H] err  [O/Fe] err  [Na/Fe] err [Mg/Fe] err [Al/Fe] err [Si/Fe] err [Ca/Fe] err [Ti/Fe] err [Cr/Fe] err [Ni/Fe] err [Zn/Fe] err [Y/Fe] err [Ba/Fe] err
-1.30  0.07  0.82  0.17 -0.03  0.06  0.46  0.08  0.33  0.06  0.41  0.08  0.31  0.07  0.28  0.07  0.08  0.09 -0.01  0.08  0.37  0.14  0.29  0.16  0.23  0.17
-0.67  0.05  0.47  0.11  0.07  0.04  0.30  0.04  0.27  0.04  0.21  0.05  0.15  0.06  0.26  0.04  0.06  0.06  0.03  0.05  0.24  0.07  0.29  0.10  0.30  0.06
-0.75  0.04  0.53  0.12  0.05  0.03  0.39  0.04  0.26  0.06  0.23  0.03  0.28  0.05  0.26  0.07 -0.02  0.09 -0.02  0.05  0.26  0.16 -0.04  0.15  0.04  0.10
-0.35  0.04  0.43  0.11  0.08  0.04  0.27  0.05  0.24  0.04  0.18  0.04  0.16  0.05  0.25  0.05  0.02  0.05  0.04  0.04  0.19  0.05 -0.08  0.11 -0.14  0.07
-0.24  0.05  0.13  0.12 -0.02  0.04 -0.02  0.08 -0.15  0.03  0.00  0.03  0.07  0.04  0.00  0.09 -0.08  0.13 -0.10  0.05 -0.17  0.04  0.01  0.18  0.41  0.14
-0.62  0.04  0.23  0.09  0.12  0.03  0.18  0.03  0.08  0.19  0.10  0.02  0.08  0.03  0.05  0.05 -0.05  0.07 -0.02  0.04  0.02  0.12 -0.11  0.10  0.01  0.08
-0.35  0.07  0.29  0.20 -0.06  0.05  0.17  0.07  0.20  0.04  0.08  0.08  0.06  0.09  0.13  0.09  0.02  0.10  0.00  0.08  0.02  0.12 -0.02  0.22 -0.08  0.07
-0.67  0.03  0.33  0.11  0.10  0.04  0.14  0.03 -0.04  0.08  0.05  0.02  0.14  0.04  0.11  0.06  0.01  0.08 -0.04  0.04 -0.18  0.15 -0.08  0.12 -0.06  0.10
-0.03  0.11  0.37  0.25 -0.07  0.22  0.05  0.09  0.11  0.11  0.09  0.14 -0.05  0.27  0.19  0.07  0.04  0.08  0.04  0.09  0.11  0.10  0.17  0.25 -0.13  0.10
-0.56  0.06  0.17  0.17  0.10  0.04  0.19  0.07  0.17  0.06  0.08  0.05  0.11  0.05  0.14  0.09 -0.02  0.12 -0.01  0.06  0.00  0.08 -0.08  0.21 -0.03  0.16
-0.11  0.09 -0.04  0.39  0.00  0.38 -0.11  0.06  0.05  0.13 -0.04  0.19  0.17  0.51  0.23  0.10  0.18  0.08  0.00  0.11 -0.08  0.17  0.52  0.24 -0.02  0.14
-0.52  0.10  0.36  0.20  0.01  0.10 -0.02  0.08  0.13  0.09  0.06  0.11  0.03  0.15  0.13  0.05  0.07  0.07 -0.01  0.07  0.31  0.35  0.54  0.14  0.41  0.11
-1.51  0.05  0.72  0.15 -0.04  0.05  0.46  0.05 -30.0 -30.0  0.40  0.04  0.30  0.04  0.29  0.07  0.05  0.11  0.00  0.06  0.21  0.08  0.16  0.14 -0.02  0.20
-0.94  0.05  0.52  0.11  0.05  0.04  0.38  0.03  0.15  0.04  0.32  0.03  0.27  0.04  0.31  0.05  0.10  0.09 -0.03  0.05  0.20  0.06  0.96  0.13  1.29  0.07
-0.11  0.04 -0.05  0.10 -0.07  0.03  0.10  0.05  0.04  0.03  0.02  0.03  0.04  0.04  0.03  0.06 -0.01  0.06 -0.06  0.04 -0.08  0.08 -0.19  0.12 -0.05  0.07
-0.78  0.05 -30.0 -30.0  0.11  0.04  0.39  0.06  0.33  0.03  0.22  0.05  0.27  0.05  0.32  0.06  0.03  0.09  0.01  0.05  0.16  0.07  0.10  0.14 -0.06  0.10
-0.81  0.04  0.55  0.12  0.07  0.03  0.31  0.06  0.20  0.04  0.21  0.04  0.22  0.06  0.26  0.06  0.03  0.08  0.00  0.05  0.24  0.10 -0.02  0.14 -0.04  0.09
-0.81  0.04  0.50  0.13  0.11  0.02  0.42  0.05  0.15  0.05  0.21  0.03  0.20  0.05  0.20  0.07 -0.08  0.10 -0.03  0.05  0.12  0.10 -0.16  0.15 -0.18  0.10
-1.39  0.15 -30.0 -30.0 -0.48  0.16  0.14  0.10 -30.0 -30.0 -0.03  0.26  0.18  0.43  0.28  0.10  0.09  0.13 -0.14  0.18 -0.03  0.30 -0.23  0.44 -0.37  0.21
-1.46  0.11 -30.0 -30.0 -0.47  0.11  0.08  0.08 -30.0 -30.0 -0.05  0.19  0.18  0.20  0.21  0.04  0.04  0.07 -0.15  0.14 -0.03  0.31 -0.06  0.41 -0.39  0.20
 0.06  0.07 -0.10  0.13  0.00  0.04 -0.02  0.05 -0.01  0.05 -0.03  0.05  0.01  0.14  0.00  0.05  0.00  0.06 -0.02  0.06 -0.06  0.05  0.05  0.11 -0.02  0.09
 0.26  0.10 -0.06  0.19  0.13  0.07  0.07  0.08  0.06  0.05  0.06  0.06 -0.02  0.06  0.00  0.08  0.01  0.12  0.06  0.07  0.12  0.08 -0.03  0.17 -0.04  0.11
-0.19  0.06  0.46  0.14  0.02  0.08  0.15  0.06  0.22  0.05  0.19  0.06  0.06  0.09  0.16  0.05  0.01  0.06  0.06  0.05  0.21  0.07  0.01  0.13 -0.06  0.07
-0.54  0.05  0.46  0.15  0.10  0.03  0.38  0.06  0.18  0.05  0.20  0.03  0.18  0.06  0.19  0.08  0.00  0.09 -0.01  0.05  0.10  0.09 -0.11  0.18 -0.05  0.10
-0.46  0.05  0.79  0.11  0.07  0.05  0.37  0.08  0.18  0.05  0.22  0.03  0.23  0.06  0.25  0.09 -0.02  0.12 -0.01  0.06  0.08  0.08 -0.04  0.16  0.30  0.20
-0.32  0.07  0.33  0.16  0.05  0.06  0.19  0.08  0.22  0.05  0.15  0.07  0.09  0.09  0.22  0.07  0.02  0.09  0.01  0.07  0.16  0.07 -0.04  0.19 -0.10  0.08
 0.17  0.05 -0.01  0.13  0.14  0.09  0.03  0.07  0.07  0.03  0.05  0.04  0.07  0.03 -0.01  0.07 -0.01  0.09 -0.02  0.06 -0.03  0.05 -0.01  0.15  0.37  0.08
-0.66  0.03  0.18  0.09  0.12  0.03  0.23  0.04 -0.14  0.05  0.09  0.02  0.11  0.03  0.13  0.06 -0.02  0.08 -0.04  0.04 -0.08  0.07 -0.13  0.11 -0.17  0.09
-0.64  0.04  0.25  0.11  0.04  0.03  0.23  0.03  0.13  0.04  0.09  0.03  0.12  0.04  0.07  0.06 -0.05  0.08 -0.06  0.04  0.09  0.10 -0.20  0.13 -0.04  0.10
-0.07  0.04  0.01  0.09  0.06  0.03  0.15  0.05 -0.07  0.04  0.03  0.02  0.03  0.03 -0.02  0.06 -0.02  0.06 -0.03  0.04 -0.07  0.05 -0.11  0.10 -0.04  0.07
-0.16  0.05  0.21  0.13 -0.03  0.04  0.09  0.06  0.06  0.03  0.07  0.04  0.07  0.06  0.09  0.08 -0.01  0.08 -0.03  0.05  0.08  0.06 -0.10  0.17 -0.05  0.07
-2.62  0.15  0.99  0.69 -30.0 -30.0  0.40  0.65 -30.0 -30.0 -30.0 -30.0  0.24  0.13  0.25  0.25 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.01  0.66
 0.01  0.07 -30.0 -30.0  0.02  0.05  0.03  0.06  0.11  0.03  0.05  0.06  0.02  0.06  0.05  0.09 -0.01  0.08 -0.01  0.07  0.16  0.06 -0.08  0.17 -0.02  0.10
 0.11  0.11 -0.01  0.20  0.01  0.09  0.00  0.09  0.06  0.07  0.04  0.08 -0.01  0.12  0.03  0.09  0.04  0.11  0.03  0.08  0.00  0.11  0.07  0.21  0.02  0.11
-0.67  0.04  0.46  0.11  0.05  0.03  0.38  0.04  0.25  0.05  0.21  0.03  0.24  0.05  0.25  0.06 -0.01  0.07  0.01  0.04  0.12  0.07 -0.06  0.13 -0.06  0.09
 0.08  0.05  0.01  0.12  0.12  0.08  0.09  0.07 -0.03  0.04  0.08  0.03  0.05  0.05 -0.04  0.10 -0.02  0.09 -0.03  0.05 -0.05  0.17 -0.02  0.18  0.03  0.12
-0.88  0.05  0.54  0.14  0.08  0.04  0.40  0.05  0.23  0.06  0.27  0.04  0.26  0.05  0.25  0.07  0.03  0.09 -0.01  0.05  0.26  0.07  0.08  0.16  0.03  0.11
 0.22  0.16 -0.06  0.26  0.00  0.12 -0.05  0.12  0.01  0.10  0.04  0.11 -0.03  0.11  0.02  0.10  0.04  0.13  0.05  0.09  0.18  0.12  0.03  0.23  0.04  0.15
-0.91  0.05  0.71  0.12  0.03  0.03  0.43  0.04  0.17  0.04  0.29  0.04  0.28  0.06  0.26  0.07  0.07  0.09 -0.04  0.05  0.12  0.07  0.21  0.14  0.18  0.08
-0.47  0.05  0.37  0.12  0.04  0.04  0.28  0.04  0.27  0.03  0.15  0.04  0.17  0.08  0.20  0.06 -0.01  0.08  0.00  0.05  0.24  0.11 -0.12  0.15  0.01  0.08
-0.11  0.04  0.20  0.10  0.06  0.03  0.12  0.04  0.09  0.03  0.09  0.03  0.03  0.04  0.04  0.06 -0.01  0.06 -0.01  0.04  0.10  0.05 -0.17  0.13 -0.10  0.07
-0.08  0.07  0.10  0.14 -0.04  0.05  0.05  0.05  0.02  0.04  0.05  0.06  0.01  0.06  0.01  0.05  0.01  0.07  0.01  0.05 -0.02  0.07 -0.02  0.12 -0.03  0.08
-0.27  0.05  0.32  0.12  0.08  0.04  0.28  0.05  0.23  0.04  0.16  0.04  0.15  0.06  0.20  0.06  0.00  0.07  0.03  0.05  0.17  0.06 -0.08  0.14 -0.07  0.08
-1.43  0.06 -30.0 -30.0 -0.03  0.04  0.34  0.15 -30.0 -30.0  0.31  0.05  0.35  0.05  0.32  0.07  0.07  0.10 -0.04  0.07  0.12  0.06  0.12  0.14 -0.17  0.22
-1.03  0.05  0.46  0.16 -0.04  0.04  0.44  0.04  0.38  0.04  0.33  0.06  0.32  0.05  0.30  0.04  0.00  0.06 -0.04  0.05  0.09  0.10  0.33  0.12  0.30  0.10
 0.37  0.10 -0.25  0.18  0.05  0.07 -0.03  0.07  0.03  0.06 -0.01  0.07 -0.04  0.06  0.04  0.08 -0.02  0.08  0.03  0.08 -0.05  0.09 -0.02  0.17 -0.09  0.11
 0.07  0.05 -0.09  0.10 -0.02  0.04  0.07  0.05  0.05  0.03  0.01  0.03  0.04  0.02  0.05  0.04 -0.04  0.04 -0.01  0.04 -0.06  0.06  0.01  0.11  0.09  0.07
 0.25  0.15 -0.05  0.84 -0.02  0.49  0.03  0.52  0.10  0.50  0.00  0.52 -0.05  0.39  0.09  0.14  0.07  0.17  0.04  0.18 -0.01  0.34  0.16  0.48 -0.09  0.14
-0.33  0.04  0.01  0.10  0.07  0.03  0.18  0.03  0.10  0.04  0.06  0.02  0.07  0.03  0.08  0.06 -0.03  0.06 -0.02  0.04 -0.09  0.04 -0.07  0.11 -0.04  0.10
-0.77  0.05  0.62  0.16  0.04  0.04  0.34  0.04  0.28  0.04  0.22  0.08  0.24  0.11  0.33  0.07  0.04  0.08  0.01  0.07  0.21  0.11  0.06  0.18 -0.03  0.08
-0.06  0.05  0.10  0.12  0.00  0.03  0.09  0.05  0.03  0.03  0.02  0.04 -0.01  0.04 -0.01  0.06 -0.02  0.07 -0.01  0.05  0.00  0.06 -0.10  0.13 -0.05  0.07
 0.07  0.06  0.05  0.14  0.07  0.05  0.06  0.05  0.05  0.03  0.06  0.05  0.00  0.05  0.00  0.07  0.01  0.07  0.03  0.05  0.12  0.08 -0.05  0.14 -0.01  0.08
-0.09  0.05  0.20  0.10  0.06  0.03  0.20  0.04  0.17  0.04  0.11  0.03  0.09  0.04  0.13  0.05 -0.01  0.05  0.01  0.04  0.14  0.05 -0.11  0.10 -0.07  0.06
-0.44  0.07  0.03  0.34  0.02  0.30  0.16  0.05  0.16  0.09  0.05  0.18  0.14  0.41  0.31  0.06  0.20  0.07  0.01  0.11  0.01  0.19  0.14  0.32 -0.11  0.10
-0.67  0.05 -30.0 -30.0 -0.08  0.03  0.15  0.12  0.14  0.06  0.10  0.06  0.15  0.05  0.19  0.06  0.00  0.06 -0.04  0.06  0.06  0.08 -0.06  0.17 -0.04  0.06
-0.68  0.06  0.65  0.15  0.12  0.05  0.35  0.06  0.31  0.06  0.25  0.08  0.19  0.10  0.31  0.07  0.06  0.09  0.03  0.07  0.23  0.09  0.06  0.19 -0.19  0.11
 0.08  0.08 -0.20  0.18 -0.15  0.04 -0.07  0.05 -0.08  0.06 -0.09  0.06  0.03  0.06  0.01  0.08 -0.01  0.08 -0.09  0.07 -0.15  0.09  0.16  0.15  0.31  0.09
-0.70  0.05  0.54  0.12  0.08  0.03  0.33  0.07  0.27  0.03  0.21  0.05  0.18  0.07  0.24  0.06  0.00  0.08  0.01  0.05  0.22  0.08 -0.05  0.15 -0.07  0.08
-0.70  0.04  0.45  0.11  0.08  0.03  0.30  0.04  0.26  0.05  0.16  0.03  0.17  0.04  0.15  0.06 -0.04  0.07 -0.04  0.05  0.08  0.19 -0.19  0.12 -0.12  0.10
-0.01  0.08 -0.05  0.18 -0.11  0.04 -0.05  0.05 -0.05  0.04 -0.07  0.05  0.01  0.07 -0.04  0.10 -0.02  0.10 -0.09  0.08 -0.11  0.06  0.06  0.18  0.22  0.08
 0.01  0.12  0.14  0.23 -0.06  0.11  0.08  0.09  0.04  0.07  0.06  0.11 -0.05  0.13  0.08  0.09  0.01  0.11  0.01  0.09  0.04  0.11  0.02  0.22 -0.01  0.12
-0.31  0.03  0.13  0.09  0.02  0.03  0.14  0.05  0.06  0.03  0.05  0.02  0.05  0.03  0.05  0.04 -0.03  0.04 -0.04  0.03  0.21  0.09 -0.11  0.09  0.04  0.06
-0.74  0.04 -30.0 -30.0  0.11  0.04  0.36  0.04 -30.0 -30.0  0.21  0.03  0.21  0.04  0.28  0.06  0.01  0.06  0.02  0.04  0.17  0.07 -0.12  0.13 -0.19  0.10
-0.58  0.05  0.54  0.14  0.10  0.04  0.39  0.06  0.24  0.04  0.23  0.04  0.22  0.07  0.24  0.08  0.00  0.09  0.01  0.05  0.20  0.12 -0.11  0.19 -0.14  0.11
 0.25  0.11 -0.21  0.23  0.09  0.08 -0.06  0.07 -0.02  0.06  0.03  0.08 -0.01  0.07  0.04  0.14  0.05  0.11  0.04  0.09 -0.02  0.13 -0.01  0.22 -0.06  0.14
-0.01  0.14  0.17  0.25 -0.07  0.13  0.03  0.11  0.00  0.10  0.08  0.13 -0.07  0.13  0.08  0.07  0.12  0.09  0.02  0.09  0.01  0.12  0.24  0.19 -0.01  0.12
-0.50  0.04  0.52  0.10  0.11  0.03  0.38  0.04  0.30  0.03  0.21  0.03  0.18  0.05  0.27  0.05  0.01  0.06  0.02  0.04  0.16  0.06 -0.04  0.13 -0.02  0.08
-0.44  0.09  0.21  0.21 -0.03  0.05  0.09  0.05  0.07  0.05  0.04  0.08  0.04  0.08  0.12  0.09  0.03  0.11 -0.02  0.08 -0.02  0.11 -0.01  0.22  0.05  0.09
-0.66  0.04  0.29  0.10  0.12  0.04  0.22  0.03  0.00  0.05  0.10  0.02  0.11  0.04  0.09  0.05 -0.04  0.06 -0.05  0.04  0.02  0.15 -0.11  0.10  0.02  0.12
-0.03  0.06  0.10  0.13 -0.02  0.04  0.06  0.06  0.08  0.04  0.04  0.05  0.05  0.05  0.04  0.05  0.02  0.06 -0.02  0.05  0.01  0.07 -0.06  0.12 -0.02  0.08
-0.32  0.06  0.42  0.16  0.06  0.06  0.31  0.08  0.29  0.05  0.19  0.06  0.16  0.09  0.24  0.07 -0.01  0.08  0.05  0.06  0.17  0.07 -0.08  0.18 -0.14  0.08
 0.24  0.15 -0.05  0.28  0.19  0.11  0.03  0.11  0.16  0.09  0.05  0.11  0.05  0.10  0.13  0.11  0.07  0.12  0.05  0.11  0.02  0.15  0.09  0.24 -0.19  0.18
-0.55  0.04  0.19  0.11  0.02  0.03  0.20  0.04  0.05  0.06  0.08  0.03  0.08  0.04  0.08  0.05 -0.01  0.07 -0.07  0.05 -0.01  0.06 -0.12  0.11 -0.12  0.09
 0.07  0.10  0.10  0.20 -0.04  0.08  0.03  0.08  0.10  0.07  0.05  0.09  0.02  0.09  0.03  0.08 -0.01  0.10  0.01  0.07  0.10  0.08 -0.11  0.19 -0.04  0.10
-0.08  0.12  0.24  0.24 -0.11  0.11 -0.05  0.09  0.01  0.08  0.03  0.13 -0.05  0.16 -0.03  0.09  0.03  0.11 -0.04  0.11 -0.03  0.13  0.21  0.23  0.13  0.10
 0.19  0.06 -0.13  0.13  0.04  0.05  0.04  0.06  0.09  0.04  0.02  0.04  0.01  0.05  0.02  0.05  0.01  0.06  0.00  0.05  0.02  0.07 -0.08  0.11 -0.04  0.08
-0.30  0.04  0.08  0.10  0.03  0.02  0.12  0.03  0.07  0.03  0.05  0.03  0.04  0.03  0.04  0.05 -0.02  0.06 -0.03  0.04  0.26  0.05 -0.13  0.11 -0.08  0.09
-0.49  0.07  0.37  0.18  0.06  0.05  0.27  0.06  0.29  0.05  0.17  0.06  0.17  0.08  0.27  0.08  0.05  0.10  0.04  0.07  0.17  0.09 -0.09  0.23 -0.10  0.11
-0.17  0.05  0.11  0.12 -0.01  0.03  0.11  0.04  0.05  0.03  0.04  0.03  0.03  0.04  0.01  0.07 -0.01  0.07 -0.02  0.04 -0.01  0.05 -0.13  0.15  0.01  0.06
-0.07  0.04 -0.01  0.09 -0.06  0.02  0.03  0.07 -0.02  0.04 -0.01  0.03  0.03  0.03  0.01  0.05 -0.02  0.04 -0.06  0.04 -0.04  0.04 -0.14  0.09 -0.03  0.05
-0.35  0.04  0.17  0.11  0.05  0.04  0.09  0.04 -0.02  0.04  0.04  0.02  0.08  0.04  0.13  0.08  0.03  0.08 -0.09  0.07 -0.15  0.05  0.15  0.15  0.31  0.10
-0.29  0.05  0.34  0.12  0.05  0.04  0.28  0.07  0.19  0.03  0.13  0.03  0.11  0.06  0.18  0.06  0.00  0.07  0.00  0.04  0.13  0.06 -0.07  0.15 -0.03  0.07
-0.24  0.05  0.40  0.13  0.04  0.03  0.17  0.05  0.23  0.02  0.13  0.04  0.10  0.10  0.19  0.06  0.01  0.08  0.03  0.05  0.18  0.06 -0.02  0.16 -0.08  0.07
 0.14  0.09 -0.17  0.18 -0.14  0.05 -0.13  0.07 -0.08  0.05 -0.09  0.05 -0.02  0.07  0.00  0.11 -0.01  0.11 -0.08  0.07 -0.10  0.08  0.00  0.24  0.14  0.10
-0.23  0.05  0.06  0.12  0.02  0.06  0.09  0.05 -0.10  0.07  0.02  0.03  0.03  0.04 -0.01  0.08 -0.01  0.08 -0.05  0.05 -0.12  0.04  0.02  0.15  0.11  0.09
-0.56  0.05  0.29  0.14  0.02  0.06  0.13  0.06  0.10  0.04  0.07  0.07  0.05  0.09  0.07  0.05  0.06  0.07 -0.02  0.06  0.01  0.09  0.01  0.15  0.08  0.07
 0.12  0.04 -30.0 -30.0 -0.03  0.02  0.02  0.02  0.05  0.02  0.02  0.03  0.06  0.03 -0.01  0.06 -0.01  0.05 -0.06  0.04 -0.16  0.05  0.09  0.11  0.35  0.15
 0.30  0.10 -0.15  0.19  0.17  0.07 -0.02  0.07  0.05  0.07  0.02  0.07 -0.06  0.05  0.04  0.08  0.00  0.09  0.07  0.08  0.04  0.08 -0.10  0.19 -0.07  0.12
-0.25  0.04  0.26  0.13  0.01  0.05  0.25  0.07  0.24  0.03  0.14  0.05  0.14  0.07  0.21  0.05  0.00  0.06  0.00  0.05  0.04  0.06  0.05  0.13 -0.03  0.07
-0.39  0.04  0.36  0.10  0.13  0.03  0.22  0.05  0.26  0.03  0.16  0.03  0.20  0.05  0.21  0.06  0.03  0.07 -0.01  0.04  0.04  0.06 -0.10  0.11 -0.15  0.11
-0.50  0.08  0.32  0.20  0.00  0.05  0.25  0.06  0.30  0.06  0.16  0.07  0.17  0.08  0.28  0.09  0.03  0.11  0.00  0.08  0.09  0.07 -0.02  0.24  0.01  0.10
-0.08  0.08  0.13  0.18 -0.05  0.08  0.01  0.05  0.02  0.04  0.06  0.08 -0.04  0.11  0.02  0.09  0.04  0.10  0.00  0.07  0.06  0.09  0.06  0.18  0.05  0.08
-0.70  0.04  0.54  0.11  0.09  0.03  0.35  0.03  0.24  0.06  0.22  0.04  0.23  0.06  0.24  0.06  0.02  0.09  0.00  0.05  0.19  0.08 -0.11  0.15 -0.02  0.10
-0.39  0.10  0.06  0.25  0.05  0.05  0.07  0.07  0.01  0.06  0.00  0.07  0.03  0.07  0.00  0.12 -0.06  0.12 -0.04  0.10 -0.06  0.14 -0.17  0.25 -0.02  0.11
 0.00  0.11 -0.01  0.20 -0.06  0.07  0.02  0.08  0.09  0.08  0.01  0.09 -0.03  0.05  0.03  0.06  0.03  0.07  0.02  0.08 -0.03  0.10 -0.05  0.14 -0.04  0.11
-0.13  0.07  0.12  0.21  0.04  0.09  0.16  0.09  0.11  0.07  0.08  0.09  0.04  0.10  0.10  0.06  0.01  0.07  0.00  0.08  0.03  0.11  0.06  0.17 -0.02  0.08
 0.21  0.04  0.45  0.08  0.28  0.08  0.31  0.06  0.20  0.04  0.10  0.03  0.08  0.04  0.09  0.07  0.00  0.06 -0.02  0.04  0.09  0.09 -0.06  0.13  0.48  0.15
-0.66  0.05 -30.0 -30.0  0.10  0.03  0.37  0.06  0.23  0.03  0.21  0.05  0.27  0.05  0.30  0.06  0.02  0.07 -0.01  0.05  0.18  0.07  0.08  0.14 -0.08  0.09
-0.61  0.04  0.16  0.10  0.09  0.04  0.21  0.03 -0.19  0.12  0.10  0.02  0.12  0.04  0.10  0.07 -0.05  0.07 -0.02  0.04 -0.03  0.05 -0.11  0.11 -0.15  0.10
 0.10  0.06 -0.03  0.13  0.01  0.04 -0.02  0.05  0.00  0.04  0.01  0.04  0.01  0.04  0.00  0.06  0.01  0.06  0.00  0.05 -0.01  0.06 -0.03  0.12  0.00  0.08
-0.81  0.05  0.61  0.13  0.12  0.03  0.34  0.05  0.33  0.07  0.24  0.04  0.26  0.07  0.27  0.07  0.03  0.11  0.00  0.05  0.17  0.07 -0.04  0.17 -0.07  0.11
 0.03  0.06  0.06  0.13 -0.03  0.04  0.01  0.06  0.08  0.04  0.03  0.05  0.00  0.05  0.03  0.07 -0.01  0.07 -0.01  0.05  0.26  0.08 -0.12  0.14 -0.02  0.09
-0.23  0.03  0.02  0.10  0.06  0.04  0.16  0.04  0.10  0.04  0.04  0.03  0.07  0.03 -0.03  0.05 -0.03  0.05 -0.05  0.03 -0.02  0.05 -0.13  0.10  0.09  0.07
-1.85  0.07  0.46  0.40  0.18  0.05  0.33  0.49 -30.0 -30.0  0.20  0.23  0.23  0.21  0.24  0.13 -0.06  0.23 -0.04  0.17  0.15  0.11 -0.04  0.26 -0.16  0.53
 0.29  0.08 -0.15  0.17  0.14  0.05  0.03  0.07  0.07  0.06  0.05  0.06 -0.04  0.05  0.02  0.07  0.00  0.07  0.04  0.07  0.13  0.08 -0.01  0.17 -0.09  0.11
 0.26  0.08 -30.0 -30.0  0.13  0.03 -0.03  0.05  0.08  0.06  0.04  0.06 -0.01  0.04 -0.01  0.08  0.02  0.08  0.04  0.06  0.08  0.07 -0.10  0.15 -0.08  0.11
-1.57  0.04  0.76  0.16 -0.05  0.04  0.49  0.06  0.30  0.25  0.28  0.04  0.31  0.04  0.24  0.08 -0.09  0.12 -0.12  0.06  0.13  0.07 -0.08  0.17 -0.18  0.16
 0.13  0.07  0.03  0.15  0.03  0.05  0.10  0.07  0.11  0.04  0.06  0.05  0.05  0.05  0.06  0.06 -0.01  0.07  0.03  0.06  0.02  0.19 -0.09  0.14 -0.01  0.09
-0.03  0.05 -0.08  0.12  0.01  0.04  0.04  0.05  0.02  0.03  0.02  0.03  0.03  0.03  0.02  0.06 -0.03  0.06 -0.01  0.04  0.01  0.11 -0.06  0.13  0.01  0.07
-0.33  0.06  0.06  0.15  0.09  0.05  0.11  0.05  0.08  0.04  0.04  0.04  0.06  0.04  0.10  0.07 -0.03  0.08 -0.02  0.06  0.00  0.05 -0.03  0.15  0.09  0.07
-0.12  0.04  0.06  0.10  0.02  0.04  0.10  0.05  0.04  0.03  0.02  0.03  0.07  0.04  0.03  0.06 -0.02  0.06 -0.06  0.04 -0.09  0.05 -0.12  0.13 -0.03  0.06
-0.86  0.05  0.55  0.13  0.10  0.04  0.41  0.04  0.29  0.05  0.21  0.04  0.25  0.05  0.27  0.06  0.00  0.08 -0.03  0.05  0.10  0.10 -0.01  0.13 -0.09  0.12
 0.11  0.15  0.16  0.37  0.02  0.18  0.06  0.17  0.09  0.16  0.09  0.18 -0.03  0.17  0.06  0.12  0.03  0.16  0.06  0.13  0.13  0.17 -0.05  0.30  0.00  0.22
 0.02  0.06 -0.04  0.14  0.03  0.04  0.04  0.05  0.00  0.03  0.02  0.04  0.03  0.05 -0.02  0.07  0.00  0.07 -0.01  0.06  0.00  0.07 -0.03  0.14  0.00  0.09
 0.12  0.07 -0.11  0.14  0.05  0.04  0.02  0.05  0.02  0.04  0.02  0.04  0.02  0.05  0.01  0.07  0.00  0.08  0.03  0.06  0.10  0.10 -0.01  0.14  0.00  0.09
-1.34  0.08  0.77  0.21 -0.22  0.04  0.34  0.08 -30.0 -30.0  0.14  0.10  0.30  0.08  0.22  0.08  0.06  0.07 -0.15  0.09  0.05  0.16 -0.10  0.21 -0.09  0.16
-0.40  0.10  0.39  0.22  0.03  0.06  0.25  0.08  0.23  0.06  0.17  0.09  0.11  0.10  0.21  0.09  0.03  0.11  0.00  0.09  0.18  0.09 -0.16  0.26 -0.07  0.11
 0.28  0.09 -0.09  0.18 -0.06  0.07 -0.09  0.08  0.01  0.05  0.04  0.07 -0.04  0.07  0.04  0.09  0.01  0.08  0.02  0.07 -0.05  0.10 -0.04  0.19  0.01  0.11
 0.02  0.17 -30.0 -30.0 -0.06  0.09 -0.08  0.10 -0.02  0.09 -0.06  0.13  0.10  0.16  0.01  0.19  0.04  0.17 -0.05  0.14 -0.14  0.15  0.10  0.34  0.26  0.16
-0.02  0.05 -0.03  0.11 -0.06  0.03  0.02  0.04 -0.02  0.03 -0.02  0.03  0.02  0.04  0.02  0.06 -0.02  0.06 -0.04  0.04  0.01  0.10 -0.10  0.13 -0.03  0.06
 0.01  0.07  0.02  0.15  0.04  0.05 -0.01  0.05  0.01  0.04  0.03  0.06  0.01  0.05 -0.03  0.07  0.01  0.07  0.01  0.06  0.03  0.08 -0.04  0.14 -0.02  0.09
 0.06  0.08 -0.03  0.16 -0.03  0.04  0.03  0.05 -0.02  0.04  0.01  0.06  0.04  0.05  0.00  0.08  0.03  0.08 -0.01  0.06  0.04  0.11  0.06  0.15  0.13  0.08
 0.05  0.05 -0.08  0.12 -0.04  0.03  0.00  0.04 -0.04  0.03  0.00  0.04  0.03  0.04 -0.03  0.07  0.00  0.07 -0.03  0.05 -0.09  0.07  0.03  0.13  0.08  0.07
-1.57  0.05  0.54  0.16 -0.07  0.04  0.41  0.07 -30.0 -30.0  0.31  0.04  0.28  0.07  0.33  0.09 -0.07  0.11 -0.02  0.07  0.13  0.06  0.13  0.17 -0.21  0.18
-0.35  0.05  0.48  0.12  0.06  0.06  0.25  0.06  0.25  0.03  0.20  0.06  0.11  0.08  0.23  0.05  0.01  0.07  0.06  0.05  0.20  0.17  0.00  0.13 -0.10  0.06
-0.08  0.05  0.03  0.11 -0.06  0.03  0.05  0.03  0.06  0.02  0.01  0.03  0.04  0.03  0.03  0.06 -0.02  0.05 -0.05  0.04 -0.07  0.05 -0.14  0.12 -0.05  0.06
-0.53  0.04  0.40  0.11  0.06  0.03  0.30  0.04  0.26  0.03  0.17  0.03  0.20  0.05  0.18  0.06 -0.01  0.06 -0.01  0.05  0.11  0.06 -0.15  0.13 -0.11  0.10
